complaint_id,state,district,latitude,longitude,issue_type,severity,status,date
266,Maharashtra,Pune,18.485728106826215,73.8274987154865,Streetlight Failure,High,Open,2026-02-17
267,Maharashtra,Pune,18.567867925535946,73.8413907901408,Garbage Collection,High,Open,2025-04-14
268,Maharashtra,Pune,18.522144592236685,73.85769785832252,Water Supply Issue,Medium,Open,2025-10-18
269,Maharashtra,Pune,18.533043318182337,73.87762624718412,Sewage Leakage,Low,Open,2025-12-28
270,Maharashtra,Pune,18.55168631526502,73.80804148173365,Traffic Congestion,Low,Resolved,2025-05-24
271,Maharashtra,Pune,18.52249691720576,73.85873726170175,Streetlight Failure,High,In Progress,2026-03-06
272,Maharashtra,Pune,18.499597263670903,73.89021921092295,Road Damage,Low,In Progress,2025-06-25
273,Maharashtra,Pune,18.556624244359153,73.82141171539229,Traffic Congestion,Critical,Open,2026-02-18
274,Maharashtra,Pune,18.509391977523894,73.89594495418686,Electricity Problem,Medium,In Progress,2025-06-07
275,Maharashtra,Pune,18.50480089460061,73.8408587906038,Electricity Problem,High,Resolved,2025-03-16
276,Maharashtra,Pune,18.56244779333705,73.81364285612106,Electricity Problem,High,Resolved,2025-12-15
277,Maharashtra,Pune,18.559011382361536,73.83411476162071,Garbage Collection,High,Open,2025-10-11
278,Maharashtra,Pune,18.564608256184478,73.88052355033498,Road Damage,High,Resolved,2026-03-05
279,Maharashtra,Pune,18.541094547520462,73.88761391381871,Public Transport Issue,Low,In Progress,2025-03-18
280,Maharashtra,Pune,18.544035150448174,73.89977709219207,Water Supply Issue,Medium,Resolved,2025-05-04
281,Maharashtra,Pune,18.547910833117495,73.85042906874192,Water Supply Issue,High,Resolved,2025-09-20
282,Maharashtra,Pune,18.567536220611533,73.84609393357982,Public Transport Issue,Critical,In Progress,2025-06-23
283,Maharashtra,Pune,18.50572342892667,73.86546555184114,Road Damage,Low,In Progress,2025-05-03
284,Maharashtra,Pune,18.51546083280306,73.86802380522616,Traffic Congestion,Medium,Resolved,2025-11-07
285,Maharashtra,Pune,18.507528274387642,73.86345056106009,Streetlight Failure,High,In Progress,2026-01-12
286,Maharashtra,Pune,18.52066258586686,73.85726787374952,Water Supply Issue,High,Open,2025-09-26
287,Maharashtra,Pune,18.524208876198905,73.85760239007803,Traffic Congestion,Critical,Resolved,2026-01-22
288,Maharashtra,Pune,18.50884683299165,73.82679416737308,Streetlight Failure,High,In Progress,2025-09-08
289,Maharashtra,Nagpur,21.123828955811213,79.1083935358427,Garbage Collection,Medium,Resolved,2025-05-19
290,Maharashtra,Nagpur,21.183280531444083,79.11929612840744,Streetlight Failure,Medium,In Progress,2025-06-27
291,Maharashtra,Nagpur,21.134378911603733,79.06841879517447,Streetlight Failure,Low,Open,2025-05-08
292,Maharashtra,Nagpur,21.15886934426584,79.13304992087559,Road Damage,Critical,Open,2026-03-12
293,Maharashtra,Nagpur,21.11864826917942,79.08827603503616,Electricity Problem,Medium,In Progress,2025-12-31
294,Maharashtra,Nagpur,21.153951922567547,79.08673397178882,Traffic Congestion,High,In Progress,2025-11-23
295,Maharashtra,Nagpur,21.12292549314301,79.08032303682137,Traffic Congestion,Low,Open,2025-06-10
296,Maharashtra,Nagpur,21.104184570673944,79.0431754573809,Water Supply Issue,Critical,Open,2025-10-03
297,Maharashtra,Nagpur,21.187411518582657,79.08403936279447,Traffic Congestion,Medium,Resolved,2025-04-21
298,Maharashtra,Nagpur,21.153316615495722,79.05142429335521,Water Supply Issue,Critical,In Progress,2026-02-23
299,Maharashtra,Nagpur,21.174865854353225,79.03966797980385,Streetlight Failure,Medium,Resolved,2025-11-09
300,Maharashtra,Nagpur,21.13554051108192,79.11958354328422,Electricity Problem,Medium,Open,2025-11-02
301,Maharashtra,Nagpur,21.108985637140606,79.1047319882089,Road Damage,Medium,Resolved,2025-04-22
302,Maharashtra,Nagpur,21.15693351635389,79.09709926676534,Garbage Collection,Critical,Open,2025-07-16
303,Maharashtra,Nagpur,21.13557960008563,79.12421318981137,Sewage Leakage,Low,Resolved,2026-02-12
304,Maharashtra,Nagpur,21.15779060241418,79.11363869709216,Water Supply Issue,Medium,Open,2025-11-09
305,Maharashtra,Nagpur,21.11777607088869,79.08676800436608,Sewage Leakage,Medium,Open,2026-02-26
306,Maharashtra,Nagpur,21.192230868829416,79.07438622990446,Electricity Problem,Medium,Open,2025-11-27
307,Maharashtra,Nagpur,21.18551447222767,79.05245476522677,Public Transport Issue,Critical,Resolved,2026-02-24
308,Maharashtra,Nagpur,21.130178342136418,79.13298900867223,Sewage Leakage,Low,Open,2025-08-02
309,Maharashtra,Nagpur,21.186159456782047,79.06073465651592,Traffic Congestion,Medium,Open,2025-10-03
310,Maharashtra,Nagpur,21.17978991868265,79.10275917805153,Road Damage,Low,Open,2025-04-04
311,Maharashtra,Nagpur,21.12827310448445,79.11379856693648,Public Transport Issue,Low,In Progress,2025-12-03
312,Maharashtra,Nagpur,21.10364956238006,79.05518526772266,Public Transport Issue,Low,Resolved,2025-12-01
313,Maharashtra,Nagpur,21.152173497999122,79.1039339168776,Electricity Problem,Medium,Open,2025-07-30
314,Maharashtra,Nagpur,21.133489416064783,79.06824347995703,Electricity Problem,Critical,In Progress,2025-07-22
315,Maharashtra,Nagpur,21.11589528381962,79.11456801468928,Streetlight Failure,Low,In Progress,2025-08-13
316,Maharashtra,Nagpur,21.122132201081858,79.11735062200876,Water Supply Issue,Low,Resolved,2025-08-25
317,Maharashtra,Nagpur,21.154183950139615,79.11695616810538,Garbage Collection,Low,Open,2026-02-14
318,Maharashtra,Nagpur,21.143634720790505,79.07127787656904,Public Transport Issue,Critical,Open,2025-11-25
319,Maharashtra,Nagpur,21.145824978230298,79.10746893787301,Public Transport Issue,High,Open,2025-12-12
320,Maharashtra,Nagpur,21.19431630459414,79.06827242636056,Electricity Problem,Low,Resolved,2025-12-11
321,Maharashtra,Nagpur,21.18434064896694,79.06142716033605,Streetlight Failure,Low,Open,2025-03-14
322,Maharashtra,Nagpur,21.12670876795232,79.08615052098213,Water Supply Issue,Low,Resolved,2025-08-06
323,Maharashtra,Nagpur,21.185148345427436,79.10564663436664,Traffic Congestion,Critical,Open,2025-04-21
324,Maharashtra,Nagpur,21.182208971449835,79.11575159833001,Electricity Problem,High,In Progress,2026-01-13
325,Maharashtra,Nagpur,21.101695551711366,79.08800346780875,Garbage Collection,High,Open,2025-06-14
326,Maharashtra,Nagpur,21.181280860030796,79.09989534496997,Streetlight Failure,Low,Resolved,2026-02-25
327,Maharashtra,Nagpur,21.169915584671422,79.04929462132026,Road Damage,Low,Resolved,2025-04-22
328,Maharashtra,Nagpur,21.12326156790987,79.09461597104526,Streetlight Failure,Medium,In Progress,2026-02-21
329,Maharashtra,Nagpur,21.172605117552756,79.05887206183327,Streetlight Failure,Medium,Open,2026-02-09
330,Maharashtra,Nagpur,21.144752712366103,79.06744891645087,Water Supply Issue,Low,In Progress,2025-11-08
331,Maharashtra,Nagpur,21.112114749690456,79.09413800650087,Electricity Problem,Medium,Open,2025-03-26
332,Maharashtra,Nagpur,21.147946661731062,79.1305887614171,Water Supply Issue,Medium,In Progress,2025-10-26
333,Maharashtra,Nagpur,21.193257637866886,79.07023874152038,Streetlight Failure,High,Open,2025-11-15
334,Maharashtra,Nagpur,21.188568309179992,79.08864411660174,Public Transport Issue,High,In Progress,2025-05-21
335,Maharashtra,Nagpur,21.13740060696087,79.1315208632114,Water Supply Issue,Critical,In Progress,2025-05-15
336,Maharashtra,Nagpur,21.16571405326172,79.11442620347488,Sewage Leakage,Low,Open,2025-12-10
337,Maharashtra,Nagpur,21.103080336203803,79.10608498930301,Road Damage,Medium,Resolved,2025-11-08
338,Maharashtra,Nagpur,21.123646947077095,79.07956611842512,Water Supply Issue,Medium,In Progress,2026-01-07
339,Maharashtra,Nagpur,21.10196936967894,79.03885281290466,Streetlight Failure,Low,Resolved,2025-03-25
340,Maharashtra,Nagpur,21.108285398527705,79.09278489224147,Road Damage,High,Open,2025-06-18
341,Maharashtra,Nagpur,21.100206007576716,79.11525314760082,Electricity Problem,Critical,Open,2025-06-21
342,Maharashtra,Nagpur,21.1581836209657,79.12651929392155,Sewage Leakage,Critical,Resolved,2025-08-06
343,Maharashtra,Nagpur,21.145767945113523,79.08386196408844,Sewage Leakage,Medium,Resolved,2025-03-14
344,Maharashtra,Nagpur,21.14229641971323,79.05970455830104,Water Supply Issue,Low,In Progress,2025-07-26
345,Maharashtra,Nagpur,21.16499826196041,79.06930618974647,Streetlight Failure,High,Resolved,2025-08-05
346,Maharashtra,Nagpur,21.096599084933278,79.10709232312621,Electricity Problem,Medium,In Progress,2025-10-10
347,Maharashtra,Nagpur,21.15148691287231,79.11146126350552,Water Supply Issue,High,In Progress,2025-06-05
348,Maharashtra,Nagpur,21.133479760135902,79.12053088980674,Road Damage,Low,In Progress,2025-07-21
349,Maharashtra,Nagpur,21.110647531421982,79.08242934915715,Water Supply Issue,High,In Progress,2025-07-17
350,Maharashtra,Nagpur,21.18042037957865,79.04671066131093,Electricity Problem,High,In Progress,2026-02-11
351,Maharashtra,Nagpur,21.139606682980727,79.0946931140634,Streetlight Failure,Critical,In Progress,2025-11-07
352,Maharashtra,Nagpur,21.185985894286258,79.09750480483608,Electricity Problem,Low,Resolved,2025-04-11
353,Maharashtra,Nagpur,21.105438189852368,79.09498531522972,Sewage Leakage,High,Resolved,2025-05-06
354,Maharashtra,Nagpur,21.17474032981996,79.10847670006203,Road Damage,Critical,Open,2025-11-21
355,Maharashtra,Nagpur,21.182691420617573,79.12345105816128,Sewage Leakage,Critical,Resolved,2025-11-15
356,Maharashtra,Nagpur,21.15337783970017,79.1082199342033,Public Transport Issue,Medium,In Progress,2025-04-17
357,Maharashtra,Nagpur,21.106600169363542,79.13627899136975,Road Damage,Medium,In Progress,2025-07-07
358,Maharashtra,Nagpur,21.17346138114644,79.08750927249132,Water Supply Issue,Medium,Open,2025-07-04
359,Maharashtra,Nagpur,21.163703169698106,79.1201064833765,Garbage Collection,Low,In Progress,2025-09-05
360,Maharashtra,Nagpur,21.182163413881288,79.11432337541187,Public Transport Issue,Medium,Resolved,2026-01-22
361,Maharashtra,Nagpur,21.126916473541666,79.1242879416803,Traffic Congestion,Critical,Resolved,2026-03-07
362,Maharashtra,Nagpur,21.129503139089692,79.05151808471312,Public Transport Issue,High,Open,2025-06-14
363,Maharashtra,Nagpur,21.19240702326388,79.04144686994759,Electricity Problem,Low,In Progress,2025-11-25
364,Maharashtra,Nagpur,21.17004038166004,79.1259098554933,Electricity Problem,Medium,In Progress,2026-02-17
365,Maharashtra,Nagpur,21.128480890585266,79.0939161321292,Electricity Problem,Medium,In Progress,2025-09-02
366,Maharashtra,Nagpur,21.15765260130429,79.13279258910048,Electricity Problem,Low,Open,2026-02-08
367,Maharashtra,Nagpur,21.183732192356253,79.10317632359171,Traffic Congestion,Medium,In Progress,2025-03-28
368,Maharashtra,Nagpur,21.17684648725738,79.13327790831448,Garbage Collection,Medium,In Progress,2025-07-31
369,Maharashtra,Nagpur,21.150989924182827,79.12672955808303,Public Transport Issue,High,Resolved,2026-01-04
370,Maharashtra,Nagpur,21.1150405185901,79.1301506079856,Public Transport Issue,Medium,In Progress,2025-09-11
371,Maharashtra,Nagpur,21.1542691895371,79.12317597969096,Water Supply Issue,High,Open,2025-12-29
372,Maharashtra,Nagpur,21.14212987906768,79.04643041367098,Road Damage,Medium,In Progress,2025-06-23
373,Maharashtra,Nagpur,21.14492645733976,79.10354959194939,Electricity Problem,Medium,In Progress,2025-03-21
374,Maharashtra,Nagpur,21.099709223530994,79.09914511382294,Road Damage,High,Resolved,2025-09-30
375,Maharashtra,Nagpur,21.165379254122943,79.04599952911171,Traffic Congestion,Critical,Resolved,2025-06-07
376,Maharashtra,Nagpur,21.142576297104107,79.13427085203367,Public Transport Issue,Medium,Resolved,2025-10-17
377,Maharashtra,Nagpur,21.14122301703949,79.12416536243059,Public Transport Issue,Medium,Resolved,2025-12-18
378,Maharashtra,Nagpur,21.141039347335823,79.08261972022146,Streetlight Failure,Low,Resolved,2025-12-05
379,Maharashtra,Nagpur,21.12846749699316,79.11363016631043,Traffic Congestion,High,Resolved,2026-02-27
380,Maharashtra,Nagpur,21.17578854192398,79.12573019278817,Traffic Congestion,Critical,Open,2026-01-17
381,Maharashtra,Nagpur,21.114019628498035,79.06822006678165,Road Damage,Medium,Open,2025-04-08
382,Maharashtra,Nagpur,21.102659267871683,79.07587665490803,Electricity Problem,High,Open,2025-07-22
383,Maharashtra,Nagpur,21.134153390115564,79.10298124260693,Garbage Collection,Critical,Open,2025-12-05
384,Maharashtra,Nagpur,21.113945783595177,79.13085783033577,Road Damage,Low,In Progress,2025-03-24
385,Maharashtra,Nagpur,21.160834232481864,79.04461632476294,Electricity Problem,High,Resolved,2025-03-17
386,Maharashtra,Nagpur,21.187813061262084,79.08975022476301,Road Damage,Medium,Open,2025-11-07
387,Maharashtra,Nagpur,21.187630163776788,79.06733065152133,Traffic Congestion,High,In Progress,2025-11-15
388,Maharashtra,Nagpur,21.1644430660231,79.051944834531,Electricity Problem,Critical,In Progress,2025-03-28
389,Maharashtra,Nagpur,21.150004315121066,79.1189399327653,Road Damage,High,In Progress,2025-11-12
390,Maharashtra,Nagpur,21.109497703653144,79.05167008696839,Traffic Congestion,Low,Resolved,2025-08-28
391,Maharashtra,Nashik,19.98186264678314,73.7535320593335,Sewage Leakage,Critical,Open,2025-12-25
392,Maharashtra,Nashik,20.033524491331804,73.74697559573576,Electricity Problem,High,In Progress,2025-12-27
393,Maharashtra,Nashik,19.975080537771117,73.7866783316937,Public Transport Issue,Low,Resolved,2025-10-19
394,Maharashtra,Nashik,19.994561634728576,73.76257076665996,Road Damage,High,Resolved,2025-05-22
395,Maharashtra,Nashik,19.977825749160232,73.80147359950047,Streetlight Failure,Medium,Resolved,2025-06-25
396,Maharashtra,Nashik,19.959822029157344,73.83557199587776,Sewage Leakage,Low,In Progress,2026-01-14
397,Maharashtra,Nashik,19.97187295390895,73.82192637182126,Electricity Problem,Medium,Open,2025-11-23
398,Maharashtra,Nashik,20.03044746487991,73.76109124936193,Sewage Leakage,Critical,Open,2025-09-30
399,Maharashtra,Nashik,20.03304467836243,73.76387071155087,Electricity Problem,High,Resolved,2025-05-26
400,Maharashtra,Nashik,19.982216315808095,73.83560816173808,Garbage Collection,Low,In Progress,2026-03-11
401,Maharashtra,Nashik,20.044327156357042,73.82354006653776,Garbage Collection,Low,Open,2025-12-09
402,Maharashtra,Nashik,20.018529596855895,73.82406678577357,Garbage Collection,Medium,Open,2025-07-28
403,Maharashtra,Nashik,20.014157323371723,73.82437849718328,Streetlight Failure,Low,In Progress,2026-02-09
404,Maharashtra,Nashik,20.018279509293183,73.80214746109164,Water Supply Issue,Critical,Open,2025-09-02
405,Maharashtra,Nashik,19.957768119748916,73.81832334144812,Sewage Leakage,Medium,In Progress,2025-09-03
406,Maharashtra,Nashik,19.95129490558747,73.79663983912964,Garbage Collection,Medium,Resolved,2025-10-18
407,Maharashtra,Nashik,20.000884173639836,73.80273092401892,Garbage Collection,Critical,Open,2025-08-05
408,Maharashtra,Nashik,19.977091013985905,73.76000877067601,Water Supply Issue,Critical,Resolved,2025-09-23
409,Maharashtra,Nashik,20.018570613817257,73.78756498573766,Traffic Congestion,Critical,Open,2025-10-27
410,Maharashtra,Nashik,19.967363641121317,73.82243902814939,Sewage Leakage,Critical,In Progress,2025-03-13
411,Maharashtra,Nashik,20.003402606989553,73.82356096824803,Water Supply Issue,Medium,In Progress,2025-05-15
412,Maharashtra,Nashik,19.958053438463786,73.75722693342307,Public Transport Issue,Critical,Open,2025-03-19
413,Maharashtra,Nashik,20.013009990257437,73.81796595426903,Water Supply Issue,Low,Open,2025-12-10
414,Maharashtra,Nashik,19.990328755877634,73.78322996879493,Streetlight Failure,Medium,In Progress,2026-01-24
415,Maharashtra,Nashik,20.035355158444677,73.78420805973708,Electricity Problem,High,In Progress,2025-10-29
416,Maharashtra,Nashik,19.994073297090612,73.75591781990089,Garbage Collection,High,Open,2026-03-01
417,Maharashtra,Nashik,20.00031253572101,73.77582222229489,Public Transport Issue,Critical,In Progress,2025-11-08
418,Maharashtra,Nashik,19.961663663439243,73.76931444471836,Sewage Leakage,Medium,In Progress,2025-11-10
419,Maharashtra,Nashik,20.046718247232924,73.81889978111599,Traffic Congestion,Medium,Resolved,2025-11-07
420,Maharashtra,Nashik,20.038408483798992,73.74019387664056,Sewage Leakage,High,Resolved,2025-07-20
421,Maharashtra,Nashik,20.010514002481973,73.78420318421618,Electricity Problem,Low,In Progress,2025-03-19
422,Maharashtra,Nashik,20.037385948039987,73.75027258588604,Streetlight Failure,Low,Open,2026-02-19
423,Maharashtra,Nashik,20.022213401151845,73.82899329586908,Water Supply Issue,Medium,Open,2025-05-24
424,Maharashtra,Nashik,19.964257436071403,73.80199342466022,Traffic Congestion,Low,Resolved,2025-04-26
425,Maharashtra,Nashik,20.044858213988423,73.79597659898963,Sewage Leakage,Low,Resolved,2026-02-15
426,Maharashtra,Nashik,20.023357085278246,73.74111858165719,Electricity Problem,High,In Progress,2025-12-24
427,Maharashtra,Nashik,20.022797197857237,73.760758424519,Streetlight Failure,Medium,Resolved,2025-04-23
428,Maharashtra,Nashik,20.019433593858164,73.8256357599858,Water Supply Issue,Medium,Resolved,2025-10-12
429,Maharashtra,Nashik,20.02348374914598,73.83772617139343,Streetlight Failure,Medium,Resolved,2025-04-02
430,Maharashtra,Nashik,19.948510858007072,73.80198123105656,Public Transport Issue,Critical,Resolved,2025-08-16
431,Maharashtra,Nashik,19.97822025822213,73.80106269174753,Streetlight Failure,Low,Open,2025-07-27
432,Maharashtra,Nashik,20.00379847342366,73.77950190115423,Road Damage,Medium,In Progress,2025-07-13
433,Maharashtra,Nashik,20.046553067657033,73.81703730576439,Public Transport Issue,High,Open,2025-11-27
434,Maharashtra,Nashik,19.955276509455697,73.81550788758992,Garbage Collection,Medium,In Progress,2025-06-19
435,Maharashtra,Nashik,19.96356107446564,73.77208424035628,Garbage Collection,Medium,Open,2026-02-24
436,Maharashtra,Nashik,19.968532439633783,73.80792214994916,Public Transport Issue,High,Open,2025-08-17
437,Maharashtra,Nashik,20.02144073027359,73.7610810331403,Garbage Collection,High,In Progress,2025-09-25
438,Maharashtra,Nashik,19.951433472238833,73.83775775406387,Electricity Problem,Low,Open,2025-11-11
439,Maharashtra,Nashik,20.011671174891728,73.78946834446037,Road Damage,Medium,Resolved,2025-08-23
